State,Longitude,Latitude,EV Level2 EVSE Num
VA,-77.21246,38.9242363,8.0
VA,-77.223696,38.924353,2.0
VA,-77.2022,38.9244,1.0
VA,-77.2189972,38.9244763,3.0
VA,-77.21275,38.925564,2.0
VA,-77.21281,38.925606,2.0
VA,-77.2190493,38.9259989,2.0
VA,-77.204781,38.926142,1.0
VA,-77.204609,38.926213,1.0
VA,-77.22387,38.926252,1.0
VA,-77.217191,38.926702,3.0
VA,-77.207565,38.926834,1.0
VA,-77.207491,38.926843,1.0
VA,-77.240836,38.927033,2.0
VA,-77.375273,38.92722,2.0
VA,-77.238164,38.927504,2.0
VA,-77.238249,38.927596,2.0
VA,-77.23808,38.927627,2.0
VA,-77.23809,38.927627,2.0
VA,-77.233868,38.928065,2.0
VA,-77.2154346886473,38.928367240243,2.0
VA,-77.247004,38.929739,1.0
VA,-77.2192237,38.9316133,4.0
VA,-77.2189651,38.9323022,4.0
VA,-77.264968,38.933424,2.0
VA,-77.26664,38.936905,2.0
VA,-77.26671,38.936954,2.0
VA,-77.1809713,38.9379928,2.0
VA,-77.3128,38.943904,2.0
VA,-77.360576,38.9457189,1.0
VA,-77.340928,38.947005,2.0
VA,-77.3425824,38.9470139,2.0
VA,-77.341325,38.947126,2.0
VA,-77.337535,38.9484462,4.0
VA,-77.3390828,38.9487968,6.0
VA,-77.338995,38.949232,2.0
VA,-77.339196,38.949255,2.0
VA,-77.340355,38.950155,2.0
VA,-77.408124,38.950483,2.0
VA,-77.358394,38.950799,10.0
VA,-77.3593733,38.9513071,12.0
VA,-77.409238,38.951695,1.0
VA,-77.349388,38.951729,2.0
VA,-77.3423065,38.9518328,2.0
VA,-77.45464,38.95225,14.0
VA,-77.3574295,38.9544612,8.0
VA,-77.36517,38.95517,1.0
VA,-77.365204,38.95518,2.0
VA,-77.426001,38.955369,2.0
VA,-77.425964,38.955435,2.0
VA,-77.3639,38.95548,2.0
VA,-77.425934,38.955481,2.0
VA,-77.425909,38.955507,2.0
VA,-77.42591,38.955521,2.0
VA,-77.3955,38.955524,2.0
VA,-77.3955,38.955616,2.0
VA,-77.3953,38.95569,2.0
VA,-77.395355,38.955708,2.0
VA,-77.39542,38.95571,2.0
VA,-77.396408,38.9558,2.0
VA,-77.39524,38.955845,2.0
VA,-77.3563771,38.9560074,2.0
VA,-77.3578354,38.9560719,4.0
VA,-77.39874,38.957306,2.0
VA,-77.3590161,38.9580643,4.0
VA,-77.3556958,38.9589315,4.0
VA,-77.359427503705,38.95972241242,4.0
VA,-77.3576877,38.9599591,7.0
VA,-77.374444,38.960833,2.0
VA,-78.18774,38.96171,5.0
VA,-77.3528288366453,38.9632384584696,2.0
VA,-78.1884500343933,38.96376690919054,1.0
VA,-78.186972409316,38.9658034335057,2.0
VA,-77.414485,38.968161,2.0
VA,-77.374692,38.9699448,2.0
VA,-77.38606,38.971695,2.0
VA,-77.743036,38.97445,3.0
VA,-77.349947,38.979025,4.0
VA,-77.658297,38.981206,4.0
VA,-77.4340704,38.9820621,2.0
VA,-77.449036,38.999485,2.0
VA,-77.44905,38.99952,2.0
VA,-77.44905,38.99958,2.0
VA,-78.34512329,39.00027084,1.0
VA,-77.49985,39.002235,2.0
VA,-77.492935,39.005074,2.0
VA,-77.492615,39.00513,2.0
VA,-77.49284,39.005325,2.0
VA,-77.493065,39.005344,2.0
VA,-77.492905,39.005356,2.0
VA,-77.49307,39.005383,2.0
VA,-77.4929,39.005413,2.0
VA,-77.49307,39.005424,2.0
VA,-77.49295,39.005455,2.0
VA,-77.49305,39.005497,2.0
VA,-77.49293,39.00557,2.0
VA,-77.492925,39.00557,2.0
VA,-77.49297,39.00557,2.0
VA,-77.437888,39.005912,2.0
VA,-77.436672,39.007173,2.0
VA,-77.439663,39.00732,2.0
VA,-77.439663,39.00732,2.0
VA,-77.438399,39.010459,1.0
VA,-77.439533,39.011891,1.0
VA,-77.439255,39.011906,1.0
VA,-77.440865,39.012432,2.0
VA,-77.440899,39.012467,2.0
VA,-77.440932,39.012515,2.0
VA,-77.4512934999999,39.0208636,2.0
VA,-77.4240542,39.0209863,1.0
VA,-77.395551,39.023794,2.0
VA,-77.4179548,39.0264789,2.0
VA,-77.445237,39.027345,2.0
VA,-77.421966,39.030477,2.0
VA,-77.422159,39.0329,1.0
VA,-77.50155,39.036548,2.0
VA,-77.475057,39.044952,1.0
VA,-77.1206027,39.047906,2.0
VA,-77.454561,39.050926,2.0
VA,-77.454517,39.051846,2.0
VA,-77.452569,39.052159,1.0
VA,-77.453269,39.052275,1.0
VA,-77.454245,39.052332,1.0
VA,-77.454673,39.052852,3.0
VA,-77.44726,39.052897,4.0
VA,-77.634883,39.064077,8.0
VA,-77.484879,39.066666,2.0
VA,-77.484603,39.068071,2.0
VA,-78.093152,39.070732,2.0
VA,-78.093152,39.070732,2.0
VA,-77.475708,39.083511,4.0
VA,-77.525656,39.091422,4.0
VA,-77.545776,39.106506,4.0
VA,-77.538666,39.108181,1.0
VA,-77.832439,39.110609,1.0
VA,-77.699808,39.135627,2.0
VA,-77.636038,39.136158,1.0
VA,-77.635721,39.136307,1.0
VA,-77.636077,39.136325,2.0
VA,-77.636014,39.136327,1.0
VA,-77.980543,39.150918,2.0
VA,-78.147297,39.156514,3.0
VA,-77.980748514,39.158740807,2.0
VA,-78.182466,39.162417,1.0
VA,-78.152172,39.167803,4.0
VA,-78.157785,39.167978,2.0
VA,-77.678116,39.180101,4.0
VA,-78.133151,39.187488,2.0
VA,-78.175449,39.210891,2.0
VA,-78.140344,39.217554,2.0
