State,Longitude,Latitude,EV Level2 EVSE Num
VA,-76.709641,37.286687,2.0
VA,-80.0936224248591,37.2874622367223,2.0
VA,-77.406296,37.290008,2.0
VA,-76.644064,37.291553,3.0
VA,-76.729595,37.292195,3.0
VA,-80.045203,37.294549,2.0
VA,-77.392372,37.304917,5.0
VA,-77.286172,37.305847,2.0
VA,-79.970703,37.309082,6.0
VA,-77.294712,37.309142,1.0
VA,-80.686128,37.31963,2.0
VA,-79.531793,37.325321,2.0
VA,-76.752869,37.33972,2.0
VA,-79.962578,37.345779,1.0
VA,-77.343141,37.34701,2.0
VA,-76.733936,37.350163,1.0
VA,-79.177294883728,37.353361864102,1.0
VA,-79.956481,37.354919,6.0
VA,-77.414228,37.355577,3.0
VA,-79.17337,37.368828,2.0
VA,-79.236598,37.3702,4.0
VA,-79.903625,37.383483,6.0
VA,-79.243911,37.385661,1.0
VA,-79.237737,37.391187,2.0
VA,-79.230744,37.394193,1.0
VA,-79.230145,37.394722,2.0
VA,-79.228891,37.395988,1.0
VA,-79.15707,37.407649,4.0
VA,-79.138106,37.411965,2.0
VA,-77.626797,37.427728,1.0
VA,-79.604532,37.448103,2.0
VA,-77.6662882616124,37.463866930864,2.0
VA,-77.4290942,37.4661401,2.0
VA,-77.555544,37.481566,4.0
VA,-77.5657692,37.4934172,2.0
VA,-77.577202,37.502863,2.0
VA,-77.61949,37.50418,2.0
VA,-77.624108,37.504746,2.0
VA,-77.622777,37.504864,2.0
VA,-77.6607132497976,37.5052078140161,1.0
VA,-77.61404,37.505796,1.0
VA,-77.613833,37.505807,1.0
VA,-77.592621,37.506999,1.0
VA,-77.674511,37.509413,1.0
VA,-77.595627,37.509446,4.0
VA,-77.406618,37.51252,3.0
VA,-77.52487,37.515632,4.0
VA,-77.69106,37.515784,2.0
VA,-77.430996,37.517257,2.0
VA,-77.430902,37.517325,2.0
VA,-77.351056,37.521288,2.0
VA,-77.351067,37.521288,2.0
VA,-77.60849,37.52156,2.0
VA,-77.438157,37.523735,2.0
VA,-77.438107,37.523798,2.0
VA,-77.438108,37.523821,2.0
VA,-77.438074,37.523858,2.0
VA,-77.438118,37.523871,2.0
VA,-77.43807,37.523871,2.0
VA,-77.438097,37.523891,2.0
VA,-77.437503,37.523963,2.0
VA,-77.438234,37.524024,2.0
VA,-77.437486,37.524133,2.0
VA,-77.437113,37.524351,2.0
VA,-77.437226,37.524707,2.0
VA,-77.419636,37.527414,2.0
VA,-77.358923,37.530142,2.0
VA,-77.428959,37.53505,1.0
VA,-77.4387881,37.5353599,2.0
VA,-77.435268,37.535744,1.0
VA,-77.440932,37.538073,2.0
VA,-77.437601,37.539371,2.0
VA,-77.437449,37.542213,2.0
VA,-77.683403,37.54305,3.0
VA,-77.429697,37.543402,2.0
VA,-77.429675,37.543419,2.0
VA,-77.429663,37.543431,2.0
VA,-77.429648,37.543443,2.0
VA,-77.429635,37.543453,2.0
VA,-77.445303,37.544282,3.0
VA,-77.446262,37.545335,2.0
VA,-77.430568,37.545923,2.0
VA,-77.456355,37.546408,2.0
VA,-77.444085,37.5465,2.0
VA,-77.431968,37.546659,2.0
VA,-77.431745,37.546702,2.0
VA,-77.45233,37.551409,2.0
VA,-77.452271,37.551431,2.0
VA,-77.452281,37.551435,2.0
VA,-77.457026,37.552942,2.0
VA,-77.45701,37.552946,2.0
VA,-77.48806,37.5569,2.0
VA,-77.461716,37.558165,2.0
VA,-76.3123021,37.5595246,2.0
VA,-77.467211,37.561007,1.0
VA,-77.467178,37.561037,1.0
VA,-77.467157,37.561073,1.0
VA,-77.467119,37.561113,1.0
VA,-77.467047,37.561181,1.0
VA,-77.466985,37.561273,1.0
VA,-77.465993,37.561638,2.0
VA,-77.465974,37.561646,2.0
VA,-77.4677633513601,37.5704625210528,4.0
VA,-77.468471,37.571212,2.0
VA,-77.468449,37.571238,2.0
VA,-77.53971552513121,37.57288837592775,2.0
VA,-77.537161,37.576628,2.0
VA,-77.475113,37.576976,2.0
VA,-77.475017,37.57701,2.0
VA,-77.536656,37.577172,2.0
VA,-77.53668,37.57724,2.0
VA,-77.48773,37.577354,1.0
VA,-77.538184,37.5779,2.0
VA,-77.538309,37.57794,2.0
VA,-77.48754,37.578536,1.0
VA,-77.489409,37.578775,3.0
VA,-77.539878,37.579236,2.0
VA,-77.490107,37.582563,2.0
VA,-77.5135994053834,37.5845524899627,4.0
VA,-77.495388,37.589806,2.0
VA,-77.495321,37.589808,2.0
VA,-77.495249,37.58981,2.0
VA,-77.495112,37.589816,2.0
VA,-77.495178,37.589816,2.0
VA,-77.494098,37.590047,2.0
VA,-77.494102,37.590097,2.0
VA,-77.494107,37.590152,2.0
VA,-77.494241,37.591631,2.0
VA,-77.494243,37.591687,2.0
VA,-77.494247,37.591803,2.0
VA,-77.494704,37.592174,2.0
VA,-77.494635,37.592174,2.0
VA,-77.494917,37.592368,2.0
VA,-77.494996,37.592375,2.0
VA,-77.56737,37.592899,2.0
VA,-77.46297,37.596756,2.0
VA,-77.460192,37.597415,2.0
VA,-77.458244,37.597782,2.0
VA,-77.489671,37.60147,2.0
VA,-77.545456,37.601807,2.0
VA,-77.517395,37.604492,4.0
VA,-77.516046,37.610513,2.0
VA,-77.516052,37.610561,2.0
VA,-77.516023,37.610584,2.0
VA,-77.335825,37.613165,1.0
VA,-77.529231,37.625341,4.0
VA,-77.528225,37.62627,2.0
VA,-77.5499941,37.6276096,2.0
VA,-77.676304,37.631485,2.0
VA,-77.676368,37.6315,2.0
VA,-77.676239,37.631517,2.0
VA,-77.676269,37.631532,2.0
VA,-77.676325,37.631533,2.0
VA,-77.67629,37.63177,2.0
VA,-77.676183,37.631813,2.0
VA,-77.676269,37.631855,2.0
VA,-77.676237,37.63194,2.0
VA,-77.541232,37.633517,2.0
VA,-77.688329,37.637655,3.0
VA,-77.580852,37.646041,2.0
VA,-77.609022,37.650319,1.0
VA,-77.6529693,37.6528625,2.0
VA,-77.630548,37.657854,3.0
VA,-77.630953,37.658874,2.0
VA,-77.656158,37.659233,1.0
VA,-77.65619,37.65925,1.0
VA,-77.636257,37.659673,6.0
VA,-77.65634,37.659718,1.0
VA,-77.630963,37.661046,3.0
VA,-76.427731,37.664107,3.0
VA,-77.653313,37.664416,1.0
VA,-77.641350477934,37.664435512176,2.0
VA,-77.56638,37.665432,2.0
VA,-77.5657,37.665977,2.0
VA,-77.450629,37.673852,4.0
VA,-77.449584,37.674682,4.0
VA,-77.591203,37.684303,2.0
VA,-77.8859049,37.693394,2.0
VA,-77.444334,37.708642,2.0
VA,-75.747375,37.713928,2.0
VA,-77.469528,37.72489,2.0
VA,-76.389633,37.726251,1.0
VA,-77.453043,37.730137,1.0
VA,-77.47202,37.746924,2.0
VA,-77.48209,37.758078,1.0
VA,-77.476715,37.764986,1.0
VA,-79.442237,37.784295,1.0
VA,-79.468386,37.796036,1.0
VA,-79.417954,37.801536,6.0
VA,-79.415862,37.8044,6.0
VA,-79.829408,37.826228,1.0
VA,-79.164283,37.88721,2.0
VA,-78.555669,37.890575,4.0
VA,-78.257681,37.922038,2.0
VA,-79.204304,37.923765,2.0
VA,-75.354117,37.924428,2.0
VA,-78.840003,37.982788,1.0
VA,-78.165492,37.992137,2.0
VA,-79.830262,37.997265,3.0
VA,-78.518201,38.004812,2.0
VA,-78.45192336505127,38.00574002837561,6.0
VA,-78.4522345,38.0058789,6.0
VA,-78.366846,38.016529,3.0
VA,-78.468836,38.022977,1.0
VA,-78.44618,38.029931,2.0
VA,-78.483664,38.031615,1.0
VA,-78.493415,38.031853,2.0
VA,-78.506798,38.031941,2.0
VA,-78.506798,38.031941,3.0
VA,-78.4518157,38.0333263,2.0
VA,-78.498465,38.033759,3.0
VA,-78.482356,38.035386,2.0
VA,-78.482316,38.035409,2.0
VA,-78.482279,38.035426,2.0
VA,-78.481967,38.036019,2.0
VA,-78.506591,38.036315,1.0
VA,-78.904554,38.042875,2.0
VA,-78.713843,38.048401,4.0
VA,-78.541985,38.048554,3.0
VA,-78.541985,38.048554,3.0
VA,-77.800416,38.054651,2.0
VA,-78.887175,38.064853,1.0
VA,-78.49355,38.066512,3.0
VA,-78.9294982727355,38.0678389876239,2.0
VA,-78.474663,38.086121,2.0
VA,-78.6192321777008,38.0952995039477,1.0
VA,-78.4637473993192,38.0991595056188,1.0
VA,-78.565905,38.103524,2.0
VA,-79.068162,38.117862,1.0
VA,-79.066945,38.123999,1.0
VA,-79.030807,38.125164,6.0
VA,-79.034782,38.126007,6.0
VA,-79.031861,38.127481,2.0
VA,-79.036863,38.131118,2.0
VA,-77.5076236,38.1364453,1.0
VA,-79.046283026025,38.1396390774479,2.0
VA,-79.068349,38.150841,1.0
VA,-79.074392,38.155451,1.0
VA,-78.418278,38.155603,2.0
VA,-77.179956,38.193063,2.0
VA,-77.180332,38.193263,2.0
VA,-78.171122,38.217746,8.0
VA,-78.17046,38.218004,6.0
VA,-78.176773,38.228379,8.0
VA,-76.962341,38.240662,3.0
VA,-77.52885,38.244853,2.0
VA,-77.496844,38.255149,1.0
VA,-77.491973,38.271078,2.0
VA,-77.493368,38.271867,1.0
VA,-77.566993,38.293015,2.0
VA,-77.456524,38.300424,2.0
VA,-77.427485,38.309351,2.0
VA,-77.48449,38.310516,2.0
VA,-77.48471,38.31058,2.0
VA,-77.48226,38.311073,2.0
VA,-77.4833,38.312084,2.0
VA,-77.483025,38.312088,2.0
VA,-77.506069,38.31217,2.0
VA,-77.506525,38.312221,2.0
VA,-77.033055,38.326011,2.0
VA,-77.521297,38.359468,2.0
VA,-78.967766,38.376893,1.0
VA,-78.906929,38.405327,1.0
VA,-78.90639,38.4053949,1.0
VA,-78.907409,38.405517,4.0
VA,-78.907563,38.407515,2.0
VA,-78.838899,38.422471,1.0
VA,-78.850296,38.428265,1.0
VA,-78.848973,38.431761,4.0
VA,-78.871454,38.441081,2.0
VA,-78.870744,38.447533,2.0
VA,-78.903977,38.451719,2.0
VA,-78.128549,38.459873,2.0
VA,-78.852473,38.465785,2.0
VA,-78.852888,38.465788,2.0
VA,-77.400162,38.468791,2.0
VA,-78.87888,38.469859,1.0
VA,-77.4085478625631,38.4713494249089,2.0
VA,-78.878672,38.472406,2.0
VA,-77.995127,38.475325,2.0
VA,-77.60684,38.477613,2.0
VA,-78.871192,38.502853,2.0
VA,-78.303804,38.514428,2.0
VA,-78.436611,38.518021,1.0
VA,-77.350203,38.519887,4.0
VA,-78.38108,38.592057,2.0
VA,-77.332736,38.59671,2.0
VA,-77.2572672,38.6109724,2.0
VA,-77.288652,38.61271,1.0
VA,-77.274272,38.62956,3.0
VA,-77.2891,38.62988,1.0
VA,-77.3002844,38.6381562,3.0
VA,-78.673606,38.639947,3.0
VA,-77.289833,38.642657,1.0
VA,-77.28987,38.642681,1.0
VA,-77.5769484,38.6452523,1.0
VA,-78.255117,38.650853,3.0
VA,-77.712871,38.651534,2.0
VA,-77.237398,38.652064,2.0
VA,-77.303,38.65615,1.0
VA,-77.303138,38.656336,1.0
VA,-77.2974732,38.6593728,2.0
VA,-78.460394,38.663811,1.0
VA,-78.466708,38.664439,2.0
VA,-78.459898,38.665525,1.0
VA,-77.396964,38.672391,1.0
VA,-77.353616,38.679197,2.0
VA,-77.353653,38.679226,2.0
VA,-77.353793,38.679338,2.0
VA,-77.353816,38.679362,2.0
VA,-77.35393,38.679504,2.0
VA,-78.160941,38.710473,1.0
VA,-78.1597,38.7135,4.0
VA,-77.793494,38.714245,2.0
VA,-77.122772,38.722409,1.0
VA,-77.213107,38.739541,2.0
VA,-77.086696,38.742521,1.0
VA,-77.160668,38.74333,2.0
VA,-77.1876418,38.747266,3.0
VA,-77.471807,38.749516,2.0
VA,-77.472008,38.749767,2.0
VA,-77.082531,38.750221,1.0
VA,-77.469589,38.750961,2.0
VA,-77.264878,38.751949,2.0
VA,-77.793511,38.7566,2.0
VA,-77.1312586,38.7575167,4.0
VA,-77.459274,38.760854,2.0
VA,-77.1730536,38.7649861,20.0
VA,-77.1541211555409,38.7662851856193,1.0
VA,-77.154326,38.766515,2.0
VA,-77.460352,38.770965,2.0
VA,-77.173753,38.772654,2.0
VA,-77.179689,38.773232,2.0
VA,-77.0849061,38.7748131,2.0
VA,-77.175987,38.774908,2.0
VA,-77.17328,38.775488,2.0
VA,-77.175112,38.775807,2.0
VA,-77.172441,38.775894,1.0
VA,-77.18558,38.776428,1.0
VA,-77.147807,38.778696,2.0
VA,-77.147787,38.77874,2.0
VA,-77.146973,38.779591,1.0
VA,-77.146984,38.779597,1.0
VA,-77.146995,38.779604,1.0
VA,-77.147005,38.779608,1.0
VA,-77.079582,38.78296,1.0
VA,-77.739199,38.784327,1.0
VA,-77.739199,38.784327,1.0
VA,-77.297479,38.787427,2.0
VA,-77.0506936,38.792609,9.0
VA,-77.137384,38.794947,2.0
VA,-78.816614,38.795385,4.0
VA,-77.163044,38.799443,1.0
VA,-77.183356,38.80194,20.0
VA,-77.069937,38.802614,2.0
VA,-77.069938,38.802639,2.0
VA,-77.065217,38.803059,1.0
VA,-77.072143,38.803466,2.0
VA,-77.516418,38.803773,2.0
VA,-77.516487,38.803836,2.0
VA,-77.063812,38.804119,4.0
VA,-77.0630253,38.8041324,2.0
VA,-77.062384,38.804192,2.0
VA,-77.0641827,38.804281,4.0
VA,-77.044205,38.804558,2.0
VA,-77.049018,38.804629,2.0
VA,-77.059595,38.805076,3.0
VA,-77.515518,38.805272,4.0
VA,-77.057001,38.806238,2.0
VA,-77.059544,38.806838,3.0
VA,-77.128578,38.808299,2.0
VA,-77.12279,38.808685,2.0
VA,-77.12297,38.808853,2.0
VA,-77.122192,38.809675,3.0
VA,-77.0407047,38.8108276,1.0
VA,-77.043643,38.8124511,1.0
VA,-77.043915,38.812849,5.0
VA,-77.133383,38.813586,1.0
VA,-77.050057,38.813768,1.0
VA,-77.038576,38.814272,4.0
VA,-77.137726,38.817357,2.0
VA,-77.091893,38.819972,2.0
VA,-77.05749,38.822536,1.0
VA,-77.3156590026886,38.8253729714098,2.0
VA,-77.089655,38.827351,2.0
VA,-77.438967,38.828059,2.0
VA,-77.436688,38.829068,4.0
VA,-77.314418,38.829149,2.0
VA,-77.304585,38.829218,2.0
VA,-77.304649,38.829259,2.0
VA,-77.304591,38.829394,2.0
VA,-77.309412,38.830197,2.0
VA,-77.309386,38.830251,2.0
VA,-77.309856,38.830561,2.0
VA,-77.192351,38.830887,2.0
VA,-77.2098419,38.8315179,4.0
VA,-77.440902,38.831622,2.0
VA,-77.049932254,38.832059864,2.0
VA,-77.050501,38.832184,5.0
VA,-77.048215,38.83309,1.0
VA,-77.0598434,38.8340242,1.0
VA,-77.119134,38.834199,2.0
VA,-77.119069,38.834216,2.0
VA,-77.119134,38.834216,2.0
VA,-77.119144,38.834233,2.0
VA,-77.119134,38.834241,1.0
VA,-77.306282,38.83496,2.0
VA,-77.306344,38.835043,2.0
VA,-77.306435,38.835091,2.0
VA,-77.0882832,38.8400326,2.0
VA,-77.3082469,38.8407875,2.0
VA,-77.091208,38.841383,2.0
VA,-77.050772,38.843534,2.0
VA,-77.119368,38.844318,2.0
VA,-77.3051157,38.8461467,2.0
VA,-77.05113,38.84766,3.0
VA,-77.0509999,38.8493185,2.0
VA,-77.297848,38.85116,2.0
VA,-77.052326,38.852599,2.0
VA,-77.049161,38.852647,2.0
VA,-77.0493,38.85334,3.0
VA,-77.338684,38.853515,2.0
VA,-77.324803,38.85358,1.0
VA,-77.050932,38.853898,2.0
VA,-77.049408,38.85424,1.0
VA,-77.331471,38.85492,1.0
VA,-77.1121554,38.856241,3.0
VA,-77.052608,38.856301,2.0
VA,-77.112304,38.856754,3.0
VA,-77.385314,38.85741,2.0
VA,-77.385293,38.857477,2.0
VA,-77.379991,38.857594,2.0
VA,-77.056917,38.85937,2.0
VA,-77.056939,38.859378,2.0
VA,-77.056898,38.859393,2.0
VA,-77.102958,38.859441,2.0
VA,-77.0437,38.8598,1.0
VA,-77.0496,38.86094,1.0
VA,-77.0508501,38.8609965,2.0
VA,-77.061712,38.861084,2.0
VA,-77.058575,38.861394,1.0
VA,-77.058564,38.861417,1.0
VA,-77.058564,38.861429,1.0
VA,-77.05855,38.861446,1.0
VA,-77.06185,38.861479,1.0
VA,-77.064159,38.861644,2.0
VA,-77.292692,38.861765,2.0
VA,-77.774229,38.861839,2.0
VA,-77.3310515,38.8621752,2.0
VA,-77.060565,38.862446,3.0
VA,-77.054843,38.862456,2.0
VA,-77.04971,38.862465,1.0
VA,-77.084165,38.863804,2.0
VA,-77.063009,38.864189,1.0
VA,-77.053132,38.864213,2.0
VA,-77.053373,38.864241,2.0
VA,-77.053686,38.864365,2.0
VA,-77.0847977223887,38.8644546000597,2.0
VA,-77.857529,38.864765,2.0
VA,-77.195541,38.865004,2.0
VA,-77.366659,38.866784,2.0
VA,-78.52863,38.868347,6.0
VA,-77.143499,38.869127,2.0
VA,-77.044025,38.870146,2.0
VA,-77.043907,38.870146,2.0
VA,-77.043996,38.870262,2.0
VA,-77.043853,38.870263,2.0
VA,-77.2634002,38.8715587,1.0
VA,-77.161353,38.872377,2.0
VA,-77.229584,38.87267,2.0
VA,-77.229556,38.87279,2.0
VA,-77.229883,38.872867,3.0
VA,-77.231164,38.873326,2.0
VA,-77.231054,38.873367,2.0
VA,-77.231117,38.873467,4.0
VA,-77.2100421,38.8746418,2.0
VA,-77.3122534,38.8753618,2.0
VA,-77.0922779,38.876188,5.0
VA,-77.443598,38.877001,2.0
VA,-77.442106,38.877574,2.0
VA,-77.228186,38.8786822,1.0
VA,-77.398485,38.87937,2.0
VA,-77.1075819,38.8793867,1.0
VA,-77.1146,38.8794,11.0
VA,-77.10874,38.87941,2.0
VA,-77.107941,38.8794876,1.0
VA,-77.10995,38.880134,2.0
VA,-77.114669,38.880241,2.0
VA,-77.109067,38.880433,6.0
VA,-77.1765308,38.8805911,2.0
VA,-77.1157237,38.8807914,2.0
VA,-78.504715,38.881153,2.0
VA,-77.085638,38.88118,1.0
VA,-77.2292084,38.8812448,2.0
VA,-77.1097729,38.8820376,6.0
VA,-77.117828,38.882571,1.0
VA,-77.11665,38.882771,2.0
VA,-77.118076,38.882806,2.0
VA,-77.1143324,38.8828742,1.0
VA,-77.100665,38.885056,2.0
VA,-77.101158,38.885142,2.0
VA,-77.101229,38.885165,2.0
VA,-77.1724663,38.8856981,4.0
VA,-77.1772737,38.8861125,5.0
VA,-77.1717924,38.8862255,4.0
VA,-77.096832,38.886868,1.0
VA,-77.091957,38.887642,7.0
VA,-77.0954574,38.8876531,3.0
VA,-77.094403,38.888185,4.0
VA,-77.0837947,38.8886807,2.0
VA,-77.083663,38.888952,4.0
VA,-77.079477,38.889263,2.0
VA,-77.085945,38.890091,1.0
VA,-77.085782,38.890342,2.0
VA,-77.0872272,38.8904702,3.0
VA,-77.086711,38.891098,5.0
VA,-77.0831477,38.8912482,3.0
VA,-77.0766826,38.8915,1.0
VA,-77.085265,38.891865,2.0
VA,-77.085265,38.891865,3.0
VA,-77.08202,38.891871,2.0
VA,-77.07262,38.893019,2.0
VA,-77.444654,38.893964,2.0
VA,-77.069977,38.89458,2.0
VA,-77.189686,38.895106,2.0
VA,-77.069702,38.895272,2.0
VA,-77.071225,38.895331,4.0
VA,-77.071232,38.895418,4.0
VA,-77.071236,38.895493,6.0
VA,-77.0721839,38.8963347,4.0
VA,-77.0860209,38.8963801,2.0
VA,-77.086062,38.89641,2.0
VA,-77.071119,38.896739,2.0
VA,-77.071308,38.896739,3.0
VA,-77.071119,38.8969,6.0
VA,-77.071308,38.8969,6.0
VA,-77.078841,38.8970405,4.0
VA,-77.1043352,38.8970905,2.0
VA,-77.070423,38.897221,1.0
VA,-77.0693058,38.897275,1.0
VA,-77.0692631,38.8972908,2.0
VA,-77.069340186508,38.897447512294,1.0
VA,-77.072521,38.897605,1.0
VA,-77.069776,38.897853,1.0
VA,-77.460168,38.899751,2.0
VA,-77.45958,38.901685,1.0
VA,-77.45904,38.90348,1.0
VA,-77.261365,38.903723,1.0
VA,-77.468696,38.907017,4.0
VA,-77.147726,38.908283,1.0
VA,-77.4515077,38.9082871,2.0
VA,-77.216573,38.912642,2.0
VA,-77.216616,38.912659,2.0
VA,-77.1078129,38.913048,1.0
VA,-77.219563,38.914781,3.0
VA,-77.220807,38.915838,3.0
VA,-78.193932,38.916118,1.0
VA,-77.2267097,38.9164397,2.0
VA,-77.2318533,38.9171387,2.0
VA,-77.237444,38.917713,2.0
VA,-77.237432,38.917718,2.0
VA,-77.237474,38.917753,2.0
VA,-77.420465,38.9179052,3.0
VA,-78.15435,38.9190842,1.0
VA,-77.221094,38.919557,1.0
VA,-77.221169,38.919557,1.0
VA,-77.221022,38.91956,1.0
VA,-77.221129,38.919563,1.0
VA,-77.225781,38.919583,8.0
VA,-77.229368,38.922046,2.0
VA,-77.229356,38.922118,2.0
VA,-77.225128,38.922934,12.0
VA,-77.205418,38.92376,3.0
VA,-77.223433,38.923857,1.0
VA,-77.236232,38.923936,2.0
VA,-77.222436,38.924175,1.0
